"Global_Index", "x_coord", "y_coord", "z_coord", "Pressure", "C<sub>p</sub>", "Mach"
1552, 8.034211357160158e-01, 0.000000000000000e+00, 3.243951126565451e-04, 1.215718420409919e+00, 4.044050543769603e-01, 6.285744198115977e-01
2094, 7.988793120273332e-01, 7.704851396046375e-03, 1.202984661067135e-03, 1.161724305130145e+00, 2.964168238174136e-01, 6.752413730665843e-01
2095, 8.019117537702117e-01, 6.841505378353004e-03, 7.747232850948924e-04, 1.190498041613345e+00, 3.539642967838134e-01, 6.252986538603725e-01
1551, 8.004464884953654e-01, 0.000000000000000e+00, 7.135914884910211e-04, 1.179950941510679e+00, 3.328700965784823e-01, 6.584224955778107e-01
2096, 8.054732951425833e-01, 1.945222459071002e-02, 7.747241039262995e-04, 1.183579074903963e+00, 3.401263633650493e-01, 6.333994297974042e-01
2097, 8.014443696665771e-01, 2.059008073210088e-02, 1.343642296893009e-03, 1.163493816214042e+00, 2.999558459852065e-01, 6.776470302988784e-01
2098, 8.000354077326756e-01, 1.560122492452238e-02, 1.343638058924834e-03, 1.160112985750467e+00, 2.931941850580574e-01, 6.784184255778679e-01
2099, 8.116276385931335e-01, 4.124354740121595e-02, 7.747252061804030e-04, 1.186841792395072e+00, 3.466517983472678e-01, 6.284922915980854e-01
2100, 8.145492609593502e-01, 5.158843911445458e-02, 7.747255834640196e-04, 1.184235452486783e+00, 3.414391185306899e-01, 6.296226159734486e-01
2101, 8.180552077817399e-01, 6.400230917516223e-02, 7.747259057237775e-04, 1.184901199655008e+00, 3.427706128671398e-01, 6.296253171255085e-01
2102, 8.105203389807714e-01, 5.272629426808879e-02, 1.343670519174902e-03, 1.167548221322227e+00, 3.080646562015774e-01, 6.663658833005004e-01
2103, 8.075987154537454e-01, 4.238140288269024e-02, 1.343661266017241e-03, 1.167406781329432e+00, 3.077817762159873e-01, 6.669544868921032e-01
2104, 8.140262872390245e-01, 6.514016392327437e-02, 1.343681820260022e-03, 1.168717825199080e+00, 3.104038639552841e-01, 6.646705342983905e-01
2105, 1.131530866884296e+00, 1.173958244728716e+00, 7.745346600202035e-04, 1.095600972411167e+00, 1.641701583794570e-01, 6.695762192623026e-01
2106, 1.129192729129092e+00, 1.181082718406206e+00, 1.343713275639442e-03, 1.062320235437421e+00, 9.760868443196545e-02, 7.254031425549101e-01
2107, 1.127501975167407e+00, 1.175096091335717e+00, 1.343710935454361e-03, 1.078536626028277e+00, 1.300414656136772e-01, 7.067355546426084e-01
2108, 6.956656747112739e-01, 1.193920993768253e+00, 8.947644765163631e-03, 5.792067468186692e-01, -8.686182928055379e-01, 1.286024431366452e+00
2109, 6.932816810098522e-01, 1.194470913060084e+00, 6.988688398538920e-03, 7.243631604212123e-01, -5.783054656004519e-01, 1.116779246026157e+00
2110, 6.829559879263885e-01, 1.179279563195618e+00, 5.385526407648488e-03, 9.635007095035374e-01, -1.000303674358018e-01, 8.736718392978466e-01
2111, 6.798411561509734e-01, 1.173894753146632e+00, 5.387624387900252e-03, 9.752668224129843e-01, -7.649814161690791e-02, 8.603948989635257e-01
2112, 6.687349120842685e-01, 1.148929386718705e+00, 8.481809461125665e-03, 7.089617446064752e-01, -6.091082972299261e-01, 1.115300878123811e+00
2121, 8.087887324762733e-01, 6.661936324996826e-02, 2.083645136305443e-03, 1.145505080037224e+00, 2.639783736315721e-01, 6.801518923056867e-01
